,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,Viscosity Value (Pa * s),Viscosity Uncertainty (Pa * s),Source
517,36aafe0561d14fe483627f4dab5f4c16,298.15,101.325,Liquid,1,CC[P+](CC)(CC)COCCOC.c1c[n-]nn1,Solvent,1.0,,,,,,,,,,0.08,0.0025,10.1021/acs.jced.6b00269
518,0ca2589c158d473fbad757cd0deff0a6,303.15,101.325,Liquid,1,CC[P+](CC)(CC)COCCOC.c1c[n-]nn1,Solvent,1.0,,,,,,,,,,0.064,0.002,10.1021/acs.jced.6b00269
520,43dbc8f8b15749758484bf54885a9334,303.15,101.325,Liquid,1,CCOC[P+](CC)(CC)CC.c1c[n-]nn1,Solvent,1.0,,,,,,,,,,0.062,0.002,10.1021/acs.jced.6b00269
526,3bdce8dc494249ccb57052f46fea33ac,298.15,101.325,Liquid,1,CC[P+](CC)(CC)COCCOC.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,0.088,0.003,10.1021/acs.jced.6b00269
527,93fc0df20e124ad9a4fd4eb06da14af0,303.15,101.325,Liquid,1,CC[P+](CC)(CC)COCCOC.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,0.069,0.0025,10.1021/acs.jced.6b00269
549,9719f76932114757b6e7f56cc98ac8c0,298.15,101.325,Liquid,1,CC[P+](CC)(CC)COCCOC.Cc1ncc([N+](=O)[O-])[n-]1,Solvent,1.0,,,,,,,,,,0.14,0.005,10.1021/acs.jced.6b00269
550,53c731a7a3ae4089a21938a2e2b73b41,303.15,101.325,Liquid,1,CC[P+](CC)(CC)COCCOC.Cc1ncc([N+](=O)[O-])[n-]1,Solvent,1.0,,,,,,,,,,0.106,0.0035,10.1021/acs.jced.6b00269
558,619fddb35e414d5eac4c16749e8e9203,298.15,101.325,Liquid,1,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.085,0.003,10.1021/acs.jced.6b00269
559,5de5f007914046c69f7c5ffb4cad96d7,303.15,101.325,Liquid,1,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.068,0.0025,10.1021/acs.jced.6b00269
581,fba46933ab8343ec9900a7ff08a068a7,298.15,101.325,Liquid,1,CCCCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.108,0.0035,10.1021/acs.jced.6b00269
582,c2d15a16c677468b990f0f612e8e4bcc,303.15,101.325,Liquid,1,CCCCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.085,0.003,10.1021/acs.jced.6b00269
605,d7d77186d8154af0ab4a6ef54187cf1e,298.15,101.325,Liquid,1,CCCC[S+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.112,0.004,10.1021/acs.jced.6b00269
606,b5d649d9af6f46bca2472f229fd6524c,303.15,101.325,Liquid,1,CCCC[S+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.088,0.003,10.1021/acs.jced.6b00269
613,3fe837ce70754673bd2b57ad775ffd0d,298.15,101.325,Liquid,1,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.07,0.0025,10.1021/acs.jced.6b00269
614,44ab4fd830a9481280377d7027c57fa7,303.15,101.325,Liquid,1,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.055,0.002,10.1021/acs.jced.6b00269
635,7fd2c82562984f1db6725b92e66cced3,298.15,101.325,Liquid,1,CCCC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.091,0.003,10.1021/acs.jced.6b00269
636,5f608db717164afeb6b2aed07c30740d,303.15,101.325,Liquid,1,CCCC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.073,0.0025,10.1021/acs.jced.6b00269
658,1514f7ad1b13435d9716a82df89840a3,298.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.068,0.0025,10.1021/acs.jced.6b00269
659,597952aaa3d24f9e8e27cc13f87a035d,303.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.055,0.002,10.1021/acs.jced.6b00269
680,e24a3974e934442c913023807fcf16e0,298.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,0.407,0.016,10.1021/acs.jced.6b00269
681,1df74b749da241d2bb599d4ff5eef126,303.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,0.275,0.01,10.1021/acs.jced.6b00269
708,6f18a19ae1a54b3fb914c793bb6ef802,298.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,1.11,0.05,10.1021/acs.jced.6b00269
709,a5d74a61234449a39a46834aacff4a3e,303.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,0.691,0.029,10.1021/acs.jced.6b00269
738,14f5809c067b42c7ab545be7b1839249,298.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.c1c[n-]nn1,Solvent,1.0,,,,,,,,,,0.419,0.0155,10.1021/acs.jced.6b00269
739,ca574158408742f9b78d6dcf74deb777,303.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.c1c[n-]nn1,Solvent,1.0,,,,,,,,,,0.294,0.0105,10.1021/acs.jced.6b00269
765,97d61f4ec8ce4faeaea00519bb6592ed,298.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.c1nc[n-]n1,Solvent,1.0,,,,,,,,,,0.381,0.0145,10.1021/acs.jced.6b00269
766,475436cc4e744d1980728494f5bead61,303.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.c1nc[n-]n1,Solvent,1.0,,,,,,,,,,0.258,0.0095,10.1021/acs.jced.6b00269
792,e7785aea5470432cafd167f5070ead0d,298.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.c1nn[n-]n1,Solvent,1.0,,,,,,,,,,0.384,0.0145,10.1021/acs.jced.6b00269
793,12e0c493b2ec47b8bba99d140ae801a0,303.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.c1nn[n-]n1,Solvent,1.0,,,,,,,,,,0.273,0.01,10.1021/acs.jced.6b00269
821,0bee7b97878a4d61876ca18c8e7140d4,298.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.N#Cc1ccc[n-]1,Solvent,1.0,,,,,,,,,,0.239,0.0085,10.1021/acs.jced.6b00269
822,e6ab882030a849d293497e1190deea24,303.15,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.N#Cc1ccc[n-]1,Solvent,1.0,,,,,,,,,,0.167,0.006,10.1021/acs.jced.6b00269
847,d36b896156bd4abe9edd34bf4c8629d7,298.15,101.325,Liquid,1,CCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,0.722,0.0305,10.1021/acs.jced.6b00269
848,3f520e5f1c474a2db53c13ed3e3bf476,303.15,101.325,Liquid,1,CCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,Solvent,1.0,,,,,,,,,,0.447,0.0175,10.1021/acs.jced.6b00269
876,8fa8815044fc444e9b03c2dc1938fd1b,298.15,101.325,Liquid,1,CCOCc1n(CC)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.066,0.002,10.1021/acs.jced.6b00269
877,7e8d7cdd2bee42b6b8067e4f048ab80b,303.15,101.325,Liquid,1,CCOCc1n(CC)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.053,0.002,10.1021/acs.jced.6b00269
882,49fc3fdefd9f4cb2974489a0cf76890b,298.15,101.325,Liquid,1,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,Solvent,1.0,,,,,,,,,,0.406,0.0155,10.1021/acs.jced.6b00269
883,ac20365510544c9d9080947f2cd08a89,303.15,101.325,Liquid,1,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,Solvent,1.0,,,,,,,,,,0.298,0.011,10.1021/acs.jced.6b00269
908,de2efff302d0419f9b07afbae12581b9,298.15,101.325,Liquid,1,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,1.27,0.06,10.1021/acs.jced.6b00269
909,b8260fca403c41dcbb613844fc9cd036,303.15,101.325,Liquid,1,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.816,0.0345,10.1021/acs.jced.6b00269
0,b8b3f074bd584bf7be6274b741a81903,298.15,101.325,Liquid,1,CC(=O)OCC(COC(C)=O)OC(C)=O,Solvent,1.0,,,,,,,,,,0.01636,0.00034,10.1021/acs.jced.6b00399
5,dd50d16458d84313aa888388cdb910e3,298.15,101.325,Liquid,1,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,Solvent,1.0,,,,,,,,,,0.0321,0.00032,10.1021/acs.jced.6b00399
10,b298f42d76e544d8828d2a6ef3ab536d,298.15,101.325,Liquid,1,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,Solvent,1.0,,,,,,,,,,0.04655,0.000595,10.1021/acs.jced.6b00399
10,576d87a425ba49e081b386431ac4e29f,303.15,101.325,Liquid,1,N#CCCn1ccnc1.O=S(=O)(O)O,Solvent,1.0,,,,,,,,,,3.1022,0.1115,10.1021/acs.jced.6b00450
26,b2e8055d56af448cb516739969d42444,303.15,101.325,Liquid,1,Cc1ccc(S(=O)(=O)O)cc1.N#CCCn1ccnc1,Solvent,1.0,,,,,,,,,,24.795,1.4485,10.1021/acs.jced.6b00450
44,c51e2660a4c64a9f82445ffa87fe1f0e,303.15,101.325,Liquid,1,CC(=O)O.N#CCCn1ccnc1,Solvent,1.0,,,,,,,,,,0.055284,0.000243,10.1021/acs.jced.6b00450
14,6912008d58134654a452c7e17a61fdac,298.15,101.325,Liquid,1,COC(=O)c1ccc(C(C)(C)C)cc1,Solvent,1.0,,,,,,,,,,0.005867,0.000177,10.1021/acs.jced.6b00470
15,97fbcd53f67446ab9edde7fa43fbbe52,303.15,101.325,Liquid,1,COC(=O)c1ccc(C(C)(C)C)cc1,Solvent,1.0,,,,,,,,,,0.005013,0.00017,10.1021/acs.jced.6b00470
18,2fef8f23ab3e470a9fc77ed85076cfb7,298.15,101.325,Liquid,1,C[NH+](C)C=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.03071,0.000345,10.1021/acs.jced.6b00575
19,bd904a6378c04a9d9f00343cdd1669ce,303.15,101.325,Liquid,1,C[NH+](C)C=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.02532,0.000285,10.1021/acs.jced.6b00575
56,280fa7e66c3a4bea98226d0abc19f939,298.15,101.325,Liquid,1,CCC(=O)[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.1177,0.00135,10.1021/acs.jced.6b00575
57,3492c0a327864af5b038a179700b1636,303.15,101.325,Liquid,1,CCC(=O)[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.09133,0.001005,10.1021/acs.jced.6b00575
82,af91d0b2d8b34c68ae3d0c6791db6789,298.15,101.325,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.00081,8.5e-06,10.1021/acs.jced.6b00575
83,8815c5f8fa564d06b98876c749d74342,303.15,101.325,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.000765,8e-06,10.1021/acs.jced.6b00575
108,f735d020831440dda09308284f7ee67b,298.15,101.325,Liquid,1,CC(=O)N(C)C,Solvent,1.0,,,,,,,,,,0.000946,1e-05,10.1021/acs.jced.6b00575
109,7ce8e16b86fc40998ec6a96b94c805e7,303.15,101.325,Liquid,1,CC(=O)N(C)C,Solvent,1.0,,,,,,,,,,0.000883,9.5e-06,10.1021/acs.jced.6b00575
134,361b219eebf04d82a7c0e213cc453382,298.15,101.325,Liquid,1,CCC(=O)N(C)C,Solvent,1.0,,,,,,,,,,0.000958,1.1e-05,10.1021/acs.jced.6b00575
135,c420d20cfdcf47c9b90f6b817323b355,303.15,101.325,Liquid,1,CCC(=O)N(C)C,Solvent,1.0,,,,,,,,,,0.000892,1.05e-05,10.1021/acs.jced.6b00575
43,87d8e0381b5e411bb29cb783f9cf4105,298.15,101.325,Liquid,1,NCc1ccccc1,Solvent,1.0,,,,,,,,,,0.00183,7e-05,10.1021/acs.jced.6b00667
44,dd5dad7d0c49463d9d2a3133876f96d3,303.15,101.325,Liquid,1,NCc1ccccc1,Solvent,1.0,,,,,,,,,,0.00165,7e-05,10.1021/acs.jced.6b00667
93,fd54c82a16a34402a50008323438aac1,298.15,101.325,Liquid,1,CNCc1ccccc1,Solvent,1.0,,,,,,,,,,0.00158,7e-05,10.1021/acs.jced.6b00667
94,5ced81f15b184e9c96dc2fd38779e714,303.15,101.325,Liquid,1,CNCc1ccccc1,Solvent,1.0,,,,,,,,,,0.0014,7e-05,10.1021/acs.jced.6b00667
143,95e1cbbc2a04409caa89ca15d84f00c2,298.15,101.325,Liquid,1,CN(C)Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.00119,7e-05,10.1021/acs.jced.6b00667
144,9c6a47233f914513999e8a9c3ecfc3b5,303.15,101.325,Liquid,1,CN(C)Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.00109,7e-05,10.1021/acs.jced.6b00667
199,a8eb16aaa7464e5b962a0320328f7137,298.15,101.325,Liquid,1,c1ccc(CNCc2ccccc2)cc1,Solvent,1.0,,,,,,,,,,0.0076,9.5e-05,10.1021/acs.jced.6b00667
200,7b55d62d7108415aa956b5366fa2cf05,303.15,101.325,Liquid,1,c1ccc(CNCc2ccccc2)cc1,Solvent,1.0,,,,,,,,,,0.00646,9e-05,10.1021/acs.jced.6b00667
0,6c25ae9e74074eb8b75af806632f067c,296.5,101.325,Liquid,1,OCC(O)CO,Solvent,1.0,,,,,,,,,,1.252,0.072,10.1021/acs.jced.6b00680
1,cd2e8ba17ee5407e95819e6a316d6615,302.8,101.325,Liquid,1,OCC(O)CO,Solvent,1.0,,,,,,,,,,0.6734,0.03805,10.1021/acs.jced.6b00680
10,d080e76338764fdbb3dff3dddae87ee1,298.15,101.325,Liquid,1,CCCCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.001359,1.45e-05,10.1021/acs.jced.6b00688
11,f2cd675c73a6411dab2b9a57a6599492,303.15,101.325,Liquid,1,CCCCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.00125,1.35e-05,10.1021/acs.jced.6b00688
28,0e8b9ecac1da493588f59896dd3acbf6,298.15,101.325,Liquid,1,CC1CCCCC1,Solvent,1.0,,,,,,,,,,0.000681,7.5e-06,10.1021/acs.jced.6b00688
29,f039721efeba41b9b12c51aecf658b87,303.15,101.325,Liquid,1,CC1CCCCC1,Solvent,1.0,,,,,,,,,,0.00064,7e-06,10.1021/acs.jced.6b00688
46,a64542b58db94cb0921120c0e613c1c2,298.15,101.325,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.005805,6.15e-05,10.1021/acs.jced.6b00688
47,b6a7970d0e5d483a9b14ef28d98b55ae,303.15,101.325,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.004941,5.25e-05,10.1021/acs.jced.6b00688
64,8450f3f1c191459d8acdf760b118dd24,298.15,101.325,Liquid,1,OCC1CCCCC1,Solvent,1.0,,,,,,,,,,0.028353,0.000304,10.1021/acs.jced.6b00688
65,300c3784e0b345cda57cd27479930759,303.15,101.325,Liquid,1,OCC1CCCCC1,Solvent,1.0,,,,,,,,,,0.022043,0.0002365,10.1021/acs.jced.6b00688
7,ac7e5e36d3dd4cc48ce4c907ef279aeb,298.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.07766,0.000635,10.1021/acs.jced.6b00718
8,ac9625b7bdd54d17835fb9fb38ac5125,303.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.06229,0.0003,10.1021/acs.jced.6b00718
19,f55ddbcbb55e43c7afa2cf2c8902285d,298.15,101.0,Liquid,1,CCCC#N,Solvent,1.0,,,,,,,,,,0.00086,2.5e-05,10.1021/acs.jced.6b00718
20,d5970178ebd84546bcff4a9d853dc483,303.15,101.0,Liquid,1,CCCC#N,Solvent,1.0,,,,,,,,,,0.00084,2.5e-05,10.1021/acs.jced.6b00718
31,db345b6a37194b9493935fd0ed6557d7,298.15,101.0,Liquid,1,N#CCCCC#N,Solvent,1.0,,,,,,,,,,0.00612,3e-05,10.1021/acs.jced.6b00718
32,704db13b4a7e429b9df7d257da4764d1,303.15,101.0,Liquid,1,N#CCCCC#N,Solvent,1.0,,,,,,,,,,0.00539,2.5e-05,10.1021/acs.jced.6b00718
43,be1044e8d87248e5b8d8f3340643f8a4,298.15,101.0,Liquid,1,N#CCCCCC#N,Solvent,1.0,,,,,,,,,,0.00631,0.00019,10.1021/acs.jced.6b00718
44,ada55493d1374426b2bd934f7a203522,303.15,101.0,Liquid,1,N#CCCCCC#N,Solvent,1.0,,,,,,,,,,0.00553,0.00017,10.1021/acs.jced.6b00718
115,4e7d7709da4b4917a8bba716bec1d140,298.15,101.0,Liquid,1,CCCC#N,Solvent,1.0,,,,,,,,,,0.00086,2.5e-05,10.1021/acs.jced.6b00718
116,ff9b7eab62e84e0d913bd1747f3f08ac,303.15,101.0,Liquid,1,CCCC#N,Solvent,1.0,,,,,,,,,,0.00084,2.5e-05,10.1021/acs.jced.6b00718
175,c78348e7c54f4d7ea1e1f062881d7021,298.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.07766,0.002405,10.1021/acs.jced.6b00718
178,891fb49132d5431c91954485438a257b,303.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.06229,0.00189,10.1021/acs.jced.6b00718
256,7d88845285624831b746cbc72f594c66,298.15,101.0,Liquid,1,N#CCCCC#N,Solvent,1.0,,,,,,,,,,0.00612,0.000185,10.1021/acs.jced.6b00718
266,a8523716694a48cf8293334650293d87,298.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.07766,0.002405,10.1021/acs.jced.6b00718
267,c113c200a47b48818b1980a204fe321a,303.15,101.0,Liquid,1,N#CCCCC#N,Solvent,1.0,,,,,,,,,,0.00539,0.000165,10.1021/acs.jced.6b00718
277,a007a60899834fd4ab4e76a0761d0b04,303.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.06229,0.00189,10.1021/acs.jced.6b00718
388,d165c218540d4f42bd8af59b85ab7f44,298.15,101.0,Liquid,1,N#CCCCCC#N,Solvent,1.0,,,,,,,,,,0.00631,0.00019,10.1021/acs.jced.6b00718
398,420c2b13a28f468da05a582d9e478fdf,298.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.07766,0.002405,10.1021/acs.jced.6b00718
399,cfb9a3c3153748d1a7f3090b3395966f,303.15,101.0,Liquid,1,N#CCCCCC#N,Solvent,1.0,,,,,,,,,,0.00553,0.00017,10.1021/acs.jced.6b00718
409,4c4a7a0b0dd84b399de29363a6558c89,303.15,101.0,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.06229,0.00189,10.1021/acs.jced.6b00718
11,fdb57cacc5094b57b9517c24ae32b6bc,298.15,100.3,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.0008897,7.65e-06,10.1021/acs.jced.6b00951
12,675b0d79436440308806e5d70ee511d8,303.15,100.3,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.0007988,7.6e-06,10.1021/acs.jced.6b00951
1,678118b8eacf4ff0bb35fff922889d97,298.15,101.325,Liquid,1,CN(C)CCCN,Solvent,1.0,,,,,,,,,,0.0009823,2.485e-05,10.1021/acs.jced.7b00042
11,0f8ea92a462c43a0b9d6312dd4f03fdc,298.15,101.325,Liquid,1,CN(C)CCCO,Solvent,1.0,,,,,,,,,,0.0057824,0.00014595,10.1021/acs.jced.7b00042
21,fc6f950b21dc4733b955a765b9333c6e,298.15,101.325,Liquid,1,NCCCO,Solvent,1.0,,,,,,,,,,0.0305037,0.00076895,10.1021/acs.jced.7b00042
9,b947f6dab8d044fab20fb9ed525cd41d,298.15,101.325,Liquid,1,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.03336,0.000295,10.1021/acs.jced.7b00060
29,56b300724c4144c2aff5a2d7fe9d9146,298.15,101.325,Liquid,1,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.04071,0.00036,10.1021/acs.jced.7b00060
51,5df697997fe74e7b9c2680b5fec2b8bb,298.15,101.325,Liquid,1,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.06139,0.000545,10.1021/acs.jced.7b00060
74,cbbf4bb7bdac420cae0aaf855c8b3a10,298.15,101.325,Liquid,1,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F,Solvent,1.0,,,,,,,,,,1.551,0.09,10.1021/acs.jced.7b00060
103,be7ca654b9bf41cb9127f5c77f45bd7f,298.15,101.325,Liquid,1,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,Solvent,1.0,,,,,,,,,,0.04178,0.00041,10.1021/acs.jced.7b00060
116,db2c6111e8774a039347fa2409dd5870,298.15,101.325,Liquid,1,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,Solvent,1.0,,,,,,,,,,0.03585,0.000355,10.1021/acs.jced.7b00060
14,799de6f7f56549f9a7ff83cea5f530de,298.15,101.325,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.000393,1.95e-05,10.1021/acs.jced.7b00121
15,031405f4e5e04eee95b2820c3b7fe067,303.15,101.325,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.000377,1.9e-05,10.1021/acs.jced.7b00121
38,7aec4045e7004ca0bf18092e246c487d,298.15,101.325,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,0.000523,2.6e-05,10.1021/acs.jced.7b00121
39,43699516307e4139abfc2824fa42c5df,303.15,101.325,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,0.000496,2.5e-05,10.1021/acs.jced.7b00121
62,a7be7ce5aca241cbad2f8245f0645eee,298.15,101.325,Liquid,1,CCCCCCCCC,Solvent,1.0,,,,,,,,,,0.000669,3.35e-05,10.1021/acs.jced.7b00121
63,4b9843503bbd496aa228d0ef82831a84,303.15,101.325,Liquid,1,CCCCCCCCC,Solvent,1.0,,,,,,,,,,0.00063,3.15e-05,10.1021/acs.jced.7b00121
86,1754eb0aaa3e45ebb3cb918675aeac5e,298.15,101.325,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.000852,4.25e-05,10.1021/acs.jced.7b00121
87,38e8bdb612a445d694d700f75687bd2f,303.15,101.325,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.000797,4e-05,10.1021/acs.jced.7b00121
15,929e26c39b244405900fe763fb9307d7,298.15,101.0,Liquid,1,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.1012,0.00815,10.1021/acs.jced.7b00242
16,72bf5d495c7f4a9ab5b884c0b623d0f9,303.15,101.0,Liquid,1,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.07917,0.00635,10.1021/acs.jced.7b00242
43,524e0320ba4540e6bc8e1fa9da57d78a,298.15,101.0,Liquid,1,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.1305,0.0105,10.1021/acs.jced.7b00242
44,d5ad10b3694b4b76892dd988b6b34a1d,303.15,101.0,Liquid,1,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.1011,0.0081,10.1021/acs.jced.7b00242
10,0cf92d3b4fc44162b7484bf124ff81e5,298.15,101.35,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.0010854,1.675e-05,10.1021/acs.jced.7b00267
11,fda24dd165ee4f719b86b78cdde6a7a4,303.15,101.35,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.0009897,1.53e-05,10.1021/acs.jced.7b00267
88,f37bdaa75ede491ab62a3c6e3d8b5113,298.15,101.35,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.0010854,1.69e-05,10.1021/acs.jced.7b00267
95,552cf129ad6a4a90b457ad3ed8e6ec52,303.15,101.35,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.0009897,1.54e-05,10.1021/acs.jced.7b00267
