,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Density Value (g / ml),Density Uncertainty (g / ml),Source,Component 2,Role 2,Mole Fraction 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol)
322342,822ae017683e43778d8a1e7984de5195,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.3085,,,10.1016/j.jct.2008.10.007,ClCCCl,Solvent,0.6915,-0.408,0.0045
322343,59f19b6fd6a94d5cb239de310b6f5262,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.528,,,10.1016/j.jct.2008.10.007,ClCCCCl,Solvent,0.472,-0.388,0.0045
322344,51d7a6f5c6ee413c9ebc0d79cb170a83,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.3848,,,10.1016/j.jct.2008.10.007,ClCCCl,Solvent,0.6152,-0.398,0.0045
322345,35823cb390e54200965ab164d5930a52,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.4055,,,10.1016/j.jct.2008.10.007,ClCCCl,Solvent,0.5945,-0.41,0.0045
322346,79bb1925de24477780d5b05a989b3df2,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.6369,,,10.1016/j.jct.2008.10.007,ClCCCl,Solvent,0.3631,-0.417,0.0045
322348,40dd138a63e54c8da4c41a2a159869cd,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.492,,,10.1016/j.fluid.2013.07.037,CCN(CC)CC,Solvent,0.508,0.419,0.0045
322349,e49c809ae20145739d8c3f4667a6982d,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.4027,,,10.1016/j.fluid.2013.07.037,CCN(CC)CC,Solvent,0.5973,0.432,0.0045
322350,abb235f2560b49ffb3b69b746062405c,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2939,,,10.1016/j.fluid.2013.07.037,CCN(CC)CC,Solvent,0.7061,0.412,0.0045
322361,0589edb63f1d42ff878cda53ae28c259,298.15,100.0,Liquid,2,O,Solvent,0.0971,,,10.1016/j.jct.2015.04.030,OCCNCCO,Solvent,0.9029,-0.414,0.0045
322363,ee0ffc7e6e084ff4946e9030415f67ab,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.5762,,,10.1016/j.jct.2005.07.009,CCOC(C)=O,Solvent,0.4238,0.3309,0.0045
322364,d6f470c76dbd4285a6a10c1992cc5c3e,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.4656,,,10.1016/j.jct.2005.07.009,CCOC(C)=O,Solvent,0.5344,0.3315,0.0045
322367,1864954f21534b6fa36e9cbc49fcba79,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.3927,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.6073,1.044,0.0045
322368,6f13ede1c5ba4502b439d2bca4a5846c,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.441,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.559,1.094,0.0045
322369,db01bedb8645442e8cfd7e86b415d5bb,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.5777,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.4223,1.104,0.0045
322370,30b3e9bb15c84764960722f5d1095450,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.634,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.366,1.038,0.0045
322371,1d2a0e64ddeb42c2909fcad80b646e68,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.6989,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.3011,0.931,0.0045
322372,e3ca52cc31744877beb73d3fbb34e2d5,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.3295,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.6705,0.952,0.0045
322373,6ea20b07a4d44b9caa8d54219a84b93f,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.3899,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.6101,1.029,0.0045
322374,829748886e63476285528964e40631d0,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.4472,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.5528,1.087,0.0045
322375,a72cfa364cde4c07bbd43b518a9e9a30,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.4508,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.5492,1.09,0.0045
322376,05126dc4cbdc48a5943c572c2c8078f3,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.5016,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.4984,1.109,0.0045
322377,b8fc3501ff394efaa6b2d234ac569794,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.5583,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.4417,1.087,0.0045
322379,b3bb30d5269844f388e74759f9645e04,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.6242,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.3758,1.038,0.0045
322380,4e02a849170b4268b697ca631752fc08,291.15,101.0,Liquid,2,CCCCC,Solvent,0.4176,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.5824,0.973,0.0045
322381,4c15395caf6449c3aacada96dbb7ee3e,291.15,101.0,Liquid,2,CCCCC,Solvent,0.4743,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.5257,1.025,0.0045
322382,6b7690340866483db197c066b1b0041a,291.15,101.0,Liquid,2,CCCCC,Solvent,0.4912,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.5088,1.031,0.0045
322383,0c9642b8ac7c4755bbca7c79af4db3fb,291.15,101.0,Liquid,2,CCCCC,Solvent,0.539,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.461,1.026,0.0045
322384,75c8c0ef52054a42bd79174d9e5edabd,291.15,101.0,Liquid,2,CCCCC,Solvent,0.5972,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.4028,0.988,0.0045
322391,d5e55fe62f1c498588040c217ddac99f,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.6944,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.3056,0.922,0.0045
322396,e818cccc241f4ec4a82e399de9ed4756,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.6122,,,10.1016/j.fluid.2013.10.029,c1ccccc1,Solvent,0.3878,0.5581,0.0045
322398,f3c3d03aedce44cc8996a5118859c2d1,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.2008,,,10.1021/je8007606,CCCO,Solvent,0.7992,0.419,0.0045
322401,7b8211b52f884855afa86f8a8093704a,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.0571,,,10.1021/je0501991,OCc1ccccc1,Solvent,0.9429,-0.476,0.0045
322404,63a5f204d9cf4381a4d109b82e538da9,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.105,,,10.1016/j.fluid.2004.12.013,COC(C)(C)C,Solvent,0.895,0.2,0.0045
322405,57150849221d4191b30d3a687e6c92f0,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.6882,,,10.1016/j.jct.2012.07.006,Cc1ccccc1,Solvent,0.3118,0.387,0.0045
322406,5d1febb207c446b7a62bbffff2e05849,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.7709,,,10.1021/je0501991,OCCc1ccccc1,Solvent,0.2291,-0.468,0.0045
322408,8312befa683845eaacdc1f0f43513db5,313.15,100.0,Liquid,2,CO,Solvent,0.7499,,,10.1021/je050052+,COC(=O)OC,Solvent,0.2501,1.06261,0.004505
322410,94f1394e283d4984931e2fb0ade49f65,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.9,,,10.1021/je049852v,CCO,Solvent,0.1,0.45136,0.00451
322414,c73f1aa090b740fca1e4d24fefe61958,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.315,,,10.1016/j.jct.2006.05.004,COC(C)=O,Solvent,0.685,0.4867,0.00455
322416,b3d9fb77ace749cbbdf3ac9325392d83,313.15,101.3,Liquid,2,CCCCCCC,Solvent,0.2001,,,10.1016/j.jct.2009.07.014,CCCCO,Solvent,0.7999,0.395,0.00455
322417,3555829fbaea4fb490e07ef087e89091,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.5839,,,10.1016/j.jct.2006.05.004,COC(C)=O,Solvent,0.4161,0.4867,0.00455
322419,6606e85416f54f08ad5bcba9f7b70048,298.15,101.325,Liquid,2,CCOCCO,Solvent,0.69995,,,10.1016/j.jct.2005.02.011,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.30005,0.4892,0.00455
322421,69ad1aeb43324609b5e8e083bdbeb7f5,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.7706,,,10.1016/j.jct.2006.05.004,CCC(=O)OC,Solvent,0.2294,0.192,0.00455
322424,904e2571c18641429315287f53f4c968,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.3502,,,10.1016/j.fluid.2011.11.005,CCCCO,Solvent,0.6498,0.4076,0.00455
322434,6f04d60b10bf4e5aa7c74cbd95e86c8f,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.4814,,,10.1016/j.jct.2005.07.009,CCOC(C)=O,Solvent,0.5186,0.334,0.00455
322438,f67ee4fda8574e2fb3c803cd6d61830e,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2003,,,10.1016/j.fluid.2011.11.005,CCCCO,Solvent,0.7997,0.3928,0.00455
322444,e744f48cb9fb40f5a6449f8e951956c5,313.2,100.0,Liquid,2,CCO,Solvent,0.5084,,,10.1021/je800334m,CN(C)CCO,Solvent,0.4916,-0.4188,0.00455
322456,b4a5d030c20546da8ec35336a04316db,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.217,,,10.1021/je060368x,CCCCCO,Solvent,0.783,0.6006,0.00455
322458,de7bc86e143141e2a069626e2295b607,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.35,,,10.1016/j.fluid.2011.11.005,CCCCO,Solvent,0.65,0.40452,0.00456
322470,1910d34a18244663aa7a08a60ee5cc2f,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5993,,,10.1016/j.fluid.2013.10.029,c1ccccc1,Solvent,0.4007,0.5575,0.0046
322474,5fc94c751ba746f695b2f82a60c1f574,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.0942,,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,Solvent,0.9058,0.583,0.0046
322476,1a2fe94e0c2941edba89b44c6bb2260e,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2471,,,10.1016/j.jct.2005.07.009,CCOC=O,Solvent,0.7529,0.3393,0.0046
322477,f1705f3bcc524ff68a9e5a4a89279f2e,298.15,101.325,Liquid,2,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.30005,,,10.1016/j.jct.2005.02.011,COCCO,Solvent,0.69995,0.4969,0.0046
322478,1623e2719fe1407cb858e49e8dff8400,298.15,101.0,Liquid,2,CCCCOC=O,Solvent,0.4751,,,10.1016/j.jct.2005.11.003,ClCCCl,Solvent,0.5249,-0.1962,0.0046
322479,bd7fe0fcc52c48408a965be358128ee8,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.5625,,,10.1016/j.jct.2006.05.004,CCC(=O)OC,Solvent,0.4375,0.196,0.0046
322481,ec4b4f9ce043473e81a5053c5044b9fe,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.511,,,10.1016/j.jct.2005.07.009,CCOC(C)=O,Solvent,0.489,0.3372,0.0046
322487,87e73e9fb66d426995a0927c611f67e4,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.5184,,,10.1016/j.jct.2006.05.004,COC(C)=O,Solvent,0.4816,0.4933,0.0046
322490,9a6112d982aa4611a119f9c178b25e10,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.2,,,10.1021/je049852v,CCO,Solvent,0.8,0.46341,0.00461
322491,9916000336c34f97b91ee3dc9dba9129,298.15,100.0,Liquid,2,CC#N,Solvent,0.1604,,,10.1021/acs.jced.5b00838,CCCCOCCCC,Solvent,0.8396,0.71695,0.00462
322492,bb3f7356cb234e5a9c3ecce0a53b9d61,313.15,100.0,Liquid,2,CO,Solvent,0.2014,,,10.1021/je050052+,COC(=O)OC,Solvent,0.7986,1.09655,0.004635
322497,9e8242e3f86f471a9159c32c45d4e106,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4169,,,10.1016/j.jct.2005.07.009,CCOC=O,Solvent,0.5831,0.3416,0.00465
322499,177459caa3c3430a819a772c9b9a8e1a,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.3659,,,10.1016/j.jct.2005.07.009,CCOC=O,Solvent,0.6341,0.3416,0.00465
322507,86b88ec2e37a49a982a7ca75d1ebbfba,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.5548,,,10.1016/j.jct.2007.12.002,O,Solvent,0.4452,0.2468,0.00465
322510,fc2c50ec01d94239a523a74d60ab10a3,313.2,100.0,Liquid,2,CCO,Solvent,0.5601,,,10.1021/je800334m,CN(C)CCO,Solvent,0.4399,-0.4264,0.00465
322519,6e2a1fcda9364917a0e1fd2fe567caef,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5977,,,10.1016/j.fluid.2013.10.029,c1ccccc1,Solvent,0.4023,0.5666,0.00465
322529,b5319c76cc5b4ea88ac83de21870757d,313.2,100.0,Liquid,2,CCO,Solvent,0.6155,,,10.1021/je800334m,CN(C)CCO,Solvent,0.3845,-0.4246,0.00465
322534,4663949ab5a240e1ae9799f6ad8a15c5,308.15,101.32,Liquid,2,OCCO,Solvent,0.4817,,,10.1021/je0342062,OCc1ccccc1,Solvent,0.5183,0.201,0.00465
322535,13ab883e0e2a4f0b8237c940c5251266,308.15,101.32,Liquid,2,OCCO,Solvent,0.1886,,,10.1021/je0342062,OCc1ccccc1,Solvent,0.8114,0.2017,0.00465
322536,de848c244080494c9e97d371c1b3bfbc,298.15,101.3,Liquid,2,COC(=O)OC,Solvent,0.202,,,10.1021/je020120h,Cc1ccc(C)cc1,Solvent,0.798,0.4284,0.00465
322558,967531e37d8c4a2990b420d7c7bd5332,298.15,101.325,Liquid,2,CCCCOCCO,Solvent,0.79996,,,10.1016/j.jct.2005.02.011,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.20004,0.5096,0.0047
322560,22934faae0b64d0c972f414cb65fc5b2,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5842,,,10.1016/j.fluid.2013.10.029,c1ccccc1,Solvent,0.4158,0.5674,0.0047
322568,f3adca3df31d4b1c88d929bb725dccff,298.15,101.325,Liquid,2,CCOCCO,Solvent,0.09998,,,10.1016/j.jct.2005.02.011,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.90002,0.5073,0.0047
322570,d96170a815cc48949973b71d32467877,298.15,101.325,Liquid,2,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.89997,,,10.1016/j.jct.2005.02.011,COCCO,Solvent,0.10003,0.5078,0.0047
322575,ca71fc85b277400b917ed0b5e0afdb7a,298.15,101.0,Liquid,2,CCCCOC=O,Solvent,0.5277,,,10.1016/j.jct.2005.11.003,ClCCCl,Solvent,0.4723,-0.2049,0.0047
322584,02c16b335c6c48f185600c80d4ee1dd8,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.753,,,10.1021/je060368x,CCCCCCCO,Solvent,0.247,0.6067,0.0047
322585,193c2ae7b8314573bba095e1c9ba23ad,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.8494,,,10.1016/j.fluid.2012.11.005,CCCCCO,Solvent,0.1506,0.7292,0.0047
322586,6c322ecfd43a480e91ae6d615d8cde19,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7519,,,10.1016/j.jct.2006.08.001,CCCCOP(=O)(OCCCC)OCCCC,Solvent,0.2481,0.05685,0.004705
322587,08d5c8cd66bf44f3860a3c6a0e02ca2d,313.15,100.0,Liquid,2,CCO,Solvent,0.8486,,,10.1021/je050052+,COC(=O)OC,Solvent,0.1514,1.11798,0.004715
322590,2c6d286dd9374b25a8dda615b4c7e889,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.5521,,,10.1021/je9001416,CCO,Solvent,0.4479,0.43413,0.004734
322592,8f80283175df454fb592eb442031fa9d,308.15,100.0,Liquid,2,CC#N,Solvent,0.8701,,,10.1021/acs.jced.5b00838,CCCCOCCCC,Solvent,0.1299,0.73704,0.004745
322593,1cb095324b784b009c2b808b583568b3,303.15,101.0,Liquid,2,CCCO,Solvent,0.94055,,,10.1021/je1013476,CCOC(=O)OCC,Solvent,0.05945,0.4328,0.00475
322606,1b0bcca47069443aab6d36dec88715bc,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.908,,,10.1021/je060355j,CCOC=O,Solvent,0.092,0.4488,0.00475
322611,acbefc673d7e4124af8def3607229f3a,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4483,,,10.1016/j.fluid.2012.11.005,CCCCCO,Solvent,0.5517,0.7385,0.00475
322613,02054eb2cd5b4ef1901700c22f9372c5,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.583,,,10.1016/j.fluid.2013.10.029,c1ccccc1,Solvent,0.417,0.5744,0.00475
322615,b1fa569b114548809588d58c38e69057,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.1723,,,10.1016/j.jct.2006.05.004,COC=O,Solvent,0.8277,0.5126,0.00475
322617,25a85c6f68e24a03a455d9943b29579d,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.695,,,10.1016/j.jct.2006.05.004,CCC(=O)OC,Solvent,0.305,0.2073,0.00475
322618,cf76daa0c2b74b69a547913e3d72835a,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.6256,,,10.1016/j.jct.2006.05.004,CCC(=O)OC,Solvent,0.3744,0.2066,0.00475
322623,1c06415028c241179c93d76939863930,298.15,101.325,Liquid,2,CCCO,Solvent,0.1677,,,10.1016/j.jct.2011.05.014,O=Cc1ccccc1,Solvent,0.8323,0.9916,0.00475
322632,3d44f445a06545088c903c1456a3210c,298.15,100.0,Liquid,2,CC#N,Solvent,0.8615,,,10.1021/acs.jced.5b00838,CCCCOCCCC,Solvent,0.1385,0.7405,0.00476
322640,d8448e4df9774847a5695514cef8b223,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.2557,,,10.1016/j.jct.2006.05.004,COC(C)=O,Solvent,0.7443,0.5193,0.0048
322651,2b9d09409a88414aa4e8b46f803846a0,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.897,,,10.1021/je0342062,OCc1ccccc1,Solvent,0.103,-0.2095,0.0048
322652,de7b5e7142144d19b80cceae1d4be711,308.15,101.32,Liquid,2,OCCO,Solvent,0.2365,,,10.1021/je0342062,OCc1ccccc1,Solvent,0.7635,0.209,0.0048
322655,b3bd17f4b92648e7b5794ee6f330d414,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6681,,,10.1016/j.jct.2010.12.016,c1ccccc1,Solvent,0.3319,-0.4421,0.0048
322660,fd062a0fa2294d76b7cb92197ac2a06d,313.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.2507,,,10.1016/j.fluid.2011.11.005,CCCCO,Solvent,0.7493,0.4241,0.0048
322661,97c74532f9be4f5e9746659e7e308027,308.15,101.32,Liquid,2,OCCO,Solvent,0.3826,,,10.1021/je0342062,OCc1ccccc1,Solvent,0.6174,0.2105,0.0048
322663,8ef8a5bac4d842d2adb609be6ea2468f,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.1949,,,10.1016/j.jct.2005.07.009,CCOC=O,Solvent,0.8051,0.3543,0.0048
322664,c425b255a0234c179d118cb4f502f417,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.8999,,,10.1016/j.fluid.2012.01.007,CCCCCO,Solvent,0.1001,0.4401,0.0048
322667,e859753fe8c7405981f0684819eb79f5,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7871,,,10.1021/je9001416,CCO,Solvent,0.2129,0.441139,0.0048085
322674,7f9a118042ac43009db06fd96cf79ec7,308.15,101.32,Liquid,2,OCCO,Solvent,0.3173,,,10.1021/je0342062,OCc1ccccc1,Solvent,0.6827,0.2143,0.00485
322679,61188e02688847cfa929127310dcfc51,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.9031,,,10.1021/je060355j,CCCOC=O,Solvent,0.0969,0.4925,0.00485
322688,208e510b35ff4872ba867a63c86f500f,313.15,101.0,Liquid,2,CCCCO,Solvent,0.8502,,,10.1016/j.fluid.2009.06.015,CCCCOCCCC,Solvent,0.1498,0.4067,0.00485
322691,b94d24789d7245b9bed134eda7c47679,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.0905,,,10.1016/j.fluid.2006.04.016,CCOCCO,Solvent,0.9095,0.3614,0.00485
322695,8d747b7ef99c4d3a8f987c188423da8d,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7346,,,10.1016/j.jct.2005.07.009,CCOC=O,Solvent,0.2654,0.3604,0.00485
322696,8bf61e64bebd4bba868475dbe827473b,313.15,101.3,Liquid,2,CCCCO,Solvent,0.8502,,,10.1016/j.jct.2009.07.014,CCCCOCCCC,Solvent,0.1498,0.4067,0.00485
322713,1a17f831fbec411cbe4ea50463aecfd8,313.15,101.0,Liquid,2,C=CCCCC,Solvent,0.2499,,,10.1016/j.fluid.2011.11.005,CCCCO,Solvent,0.7501,0.42663,0.004865
322715,accac88761a04dc68bbc2a4129e60f1c,308.15,100.0,Liquid,2,CC#N,Solvent,0.1586,,,10.1021/acs.jced.5b00838,CCCCOCCCC,Solvent,0.8414,0.75853,0.00487
322726,2c7bd78b32d34d3b8b7c6e9effa641d5,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.1719,,,10.1021/je050085p,OCCCc1ccccc1,Solvent,0.8281,0.4468,0.0049
322728,6ef388e297eb408e9ad24dceb25ea624,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2241,,,10.1016/j.jct.2006.05.004,COC=O,Solvent,0.7759,0.5309,0.0049
322732,56c1395548a047df89a22996eb03ad82,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.8007,,,10.1021/je800334m,CO,Solvent,0.1993,-0.4382,0.0049
322734,f4235839d2d7467182e26ccfe4aeddc8,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.378,,,10.1016/j.jct.2006.05.004,COC(C)=O,Solvent,0.622,0.5325,0.0049
322748,623ba7834e684f78a3fda4c465eb993e,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7989,,,10.1016/j.fluid.2011.11.005,Cc1ccccc1,Solvent,0.2011,0.4226,0.0049
322761,53f60d37d2804069b824d596c971c005,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.1101,,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,Solvent,0.8899,0.6637,0.00495
322762,c5e54b7dd4544368bc94f9a1773439ff,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.3462,,,10.1016/j.jct.2010.12.016,c1ccccc1,Solvent,0.6538,-0.4526,0.00495
322763,9fa5f348584e497c83d36e39ca0b1c61,298.15,101.3,Liquid,2,COC(=O)OC,Solvent,0.8003,,,10.1021/je020120h,Cc1ccc(C)cc1,Solvent,0.1997,0.4558,0.00495
322764,075ad653383a4ed2bb11d14c9df90024,313.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.8007,,,10.1021/je800334m,CO,Solvent,0.1993,-0.4454,0.00495
322776,d0512229077941cda3e26f26f07ffe55,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.6047,,,10.1016/j.fluid.2006.04.016,c1ccccc1,Solvent,0.3953,0.3681,0.00495
322780,092059e6b3ac4268ab1cbc11b580e1a3,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.8997,,,10.1016/j.fluid.2011.11.005,CCCCO,Solvent,0.1003,0.435,0.00495
322783,87e74ec857894c67a59095d9f8df9de3,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.169,,,10.1016/j.jct.2005.07.009,CCOC=O,Solvent,0.831,0.3682,0.00495
322798,12f0d9ed9ae343f7af5436d37e63fadf,298.15,101.0,Liquid,2,CC#N,Solvent,0.2196,,,10.1021/je100489z,c1ccccc1,Solvent,0.7804,0.2399,0.00495
322801,bc4cef42af88429ab027406500ab4917,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3502,,,10.1016/j.fluid.2009.11.010,CCCCO,Solvent,0.6498,0.44914,0.00496
322804,84ecaeb168124eb2b2ec9f8651fdf70d,313.15,100.0,Liquid,2,CCO,Solvent,0.2013,,,10.1021/je050052+,COC(=O)OC,Solvent,0.7987,1.18635,0.00498
322808,c52706a0354644fea4a6f4a46f742e87,313.15,100.0,Liquid,2,CO,Solvent,0.6987,,,10.1021/je050052+,COC(=O)OC,Solvent,0.3013,1.18781,0.00499
322813,c0ddab1719774997aa088682fdf713b8,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.497,,,10.1021/je3011979,CCCOC(C)=O,Solvent,0.503,1.122,0.005
322820,41b216b3be8f4e4b9fa29e3239fccbe6,303.15,100.0,Liquid,2,CCCCO,Solvent,0.907,,,10.1016/j.jct.2019.105884,CCOC(=O)C(C)C,Solvent,0.093,0.456,0.005
322825,34aead72fc2342d38202384de662e922,308.15,101.0,Liquid,2,CCCO,Solvent,0.1916,,,10.1021/je0601513,CS(C)=O,Solvent,0.8084,0.465,0.005
322833,c0ba384bf22c41d8a211b0447e7e8c01,308.15,101.0,Liquid,2,CCCO,Solvent,0.9192,,,10.1021/je0601513,CS(C)=O,Solvent,0.0808,0.365,0.005
322836,90837757db584726a2c9b84f587ecadd,303.15,100.0,Liquid,2,CCO,Solvent,0.809,,,10.1016/j.jct.2019.105884,CCOC(=O)C(C)C,Solvent,0.191,0.671,0.005
322837,9fad3129637a48909c30339c10a2f6d0,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.1733,,,10.1016/j.fluid.2006.03.020,CCCCCCCC,Solvent,0.8267,0.124,0.005
322839,9cd37d879b97477eb0efcb05fe163004,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.131,,,10.1016/j.fluid.2006.03.020,CCCCCCCC,Solvent,0.869,0.099,0.005
322853,a97d7b343d9b448ebabe8742eec27283,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.1024,,,10.1016/j.fluid.2006.03.020,CCCCCCCC,Solvent,0.8976,0.075,0.005
322856,4a25de63e25e4a19b5c6b102124ab080,298.15,101.0,Liquid,2,CCCO,Solvent,0.1914,,,10.1021/je0601513,CS(C)=O,Solvent,0.8086,0.464,0.005
322873,5753944dd12d4829924c534fead5f440,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.0515,,,10.1016/j.fluid.2009.11.030,CCOC(=O)CC(=O)OCC,Solvent,0.9485,0.466,0.005
322880,57dc444a0bbc4349929534ecb678cb63,298.15,100.0,Liquid,2,CCC(C)=O,Solvent,0.7893,,,10.1016/j.fluid.2013.07.037,CCN(CC)CC,Solvent,0.2107,0.455,0.005
322884,94e51caf1f6a4234be2bcc53424fe34b,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.5266,,,10.1016/j.jct.2008.10.007,ClCCCl,Solvent,0.4734,-0.456,0.005
322886,41201097763346a7bc55c4025833d1b6,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.4534,,,10.1016/j.jct.2008.10.007,ClCCCl,Solvent,0.5466,-0.442,0.005
